11
1159
-61.5767206,45.87706717,0.0
-61.56870693,45.86457901,0.0
-61.56864258,45.86461354,0.0
-61.56858328,45.86464537,0.0
-61.5498238,45.8352723,0.0
-61.54972124,45.83512107,0.0
-61.54900246,45.83406151,0.0
-61.54894558,45.83397763,0.0
-61.54892706,45.83395037,0.0
-61.53468573,45.81294588,0.0
-61.52777251,45.80213742,0.0
-61.51235099,45.77800767,0.0
-61.50485728,45.76627296,0.0
-61.5,45.75863289,0.0
-61.49615756,45.75258719,0.0
-61.49462794,45.75000724,0.0
-61.49462525,45.75000267,0.0
-61.49456481,45.74990072,0.0
-61.48820488,45.73917026,0.0
-61.47778066,45.71892908,0.0
-61.47713773,45.71753123,0.0
-61.47033159,45.70272798,0.0
-61.46885486,45.70018533,0.0
-61.46240827,45.68908187,0.0
-61.45999817,45.68492935,0.0
-61.4527637,45.67396081,0.0
-61.43978757,45.65912009,0.0
-61.43560147,45.65431075,0.0
-61.43204282,45.65022132,0.0
-61.43196126,45.65012762,0.0
-61.4364503,45.64827629,0.0
-61.43735054,45.64790498,0.0
-61.43825176,45.64753326,0.0
-61.4386199,45.64738139,0.0
-61.43891048,45.64726152,0.0
-61.45514839,45.64056108,0.0
-61.45700164,45.63979606,0.0
-61.45814807,45.63932277,0.0
-61.45817643,45.639322,0.0
-61.475014,45.63307635,0.0
-61.48795805,45.62796857,0.0
-61.49335105,45.62583961,0.0
-61.49394602,45.6256047,0.0
-61.49764924,45.62432132,0.0
-61.49770659,45.6242978,0.0
-61.50000001,45.62335725,0.0
-61.50000976,45.62335323,0.0
-61.50554057,45.62134651,0.0
-61.50606931,45.62110304,0.0
-61.50642794,45.62093789,0.0
-61.50841049,45.62002486,0.0
-61.51151674,45.61897628,0.0
-61.51173578,45.61889225,0.0
-61.51788365,45.61653365,0.0
-61.5218979,45.61499327,0.0
-61.52645712,45.61324343,0.0
-61.52456146,45.60846154,0.0
-61.5242166,45.60759149,0.0
-61.52404641,45.60716209,0.0
-61.52241611,45.6030486,0.0
-61.52325367,45.60259327,0.0
-61.53510008,45.59615145,0.0
-61.53523251,45.59607942,0.0
-61.54036116,45.59328955,0.0
-61.5429864,45.59186125,0.0
-61.54520732,45.59065279,0.0
-61.55012705,45.58797545,0.0
-61.55055771,45.58774104,0.0
-61.5554515,45.58507725,0.0
-61.57666041,45.57352628,0.0
-61.57728777,45.57318445,0.0
-61.57993176,45.57174369,0.0
-61.58121085,45.57104664,0.0
-61.58121455,45.57104465,0.0
-61.58318265,45.56997309,0.0
-61.58318419,45.56997226,0.0
-61.5844346,45.57134207,0.0
-61.5870979,45.57425943,0.0
-61.58805984,45.57531301,0.0
-61.59013795,45.57758896,0.0
-61.59464556,45.58252477,0.0
-61.59704172,45.58514808,0.0
-61.59704463,45.58515125,0.0
-61.60238426,45.58293413,0.0
-61.61075824,45.57958514,0.0
-61.61315285,45.57862726,0.0
-61.6178966,45.57672936,0.0
-61.62650318,45.57334042,0.0
-61.6357965,45.56967967,0.0
-61.64395404,45.56622341,0.0
-61.64597667,45.56536622,0.0
-61.65038419,45.56352533,0.0
-61.65575374,45.56128214,0.0
-61.65607528,45.56114781,0.0
-61.66263342,45.5584073,0.0
-61.66683106,45.5566528,0.0
-61.66986461,45.55538466,0.0
-61.671297,45.55478607,0.0
-61.67924101,45.55146557,0.0
-61.68040127,45.55098051,0.0
-61.6825479,45.55008301,0.0
-61.68474472,45.54916443,0.0
-61.69526659,45.54479902,0.0
-61.69595637,45.54451277,0.0
-61.70064412,45.54256717,0.0
-61.71615684,45.53612599,0.0
-61.71745915,45.53557547,0.0
-61.73955215,45.5262317,0.0
-61.73833217,45.51971252,0.0
-61.73715765,45.51343442,0.0
-61.73554982,45.50483799,0.0
-61.73488311,45.50127248,0.0
-61.7347421,45.50001979,0.0
-61.73420475,45.49524615,0.0
-61.73408448,45.49417749,0.0
-61.73373465,45.49106896,0.0
-61.73776804,45.4892762,0.0
-61.73983902,45.48835555,0.0
-61.73983772,45.48823747,0.0
-61.74007307,45.48825152,0.0
-61.74134542,45.48768583,0.0
-61.74134762,45.48768486,0.0
-61.74852084,45.48449524,0.0
-61.77818719,45.47129348,0.0
-61.78180205,45.46968369,0.0
-61.78939344,45.46630226,0.0
-61.80661385,45.45862769,0.0
-61.80712594,45.45839937,0.0
-61.81096486,45.45668767,0.0
-61.81885977,45.45331447,0.0
-61.85541254,45.43768194,0.0
-61.89226739,45.42189525,0.0
-61.89494274,45.42074828,0.0
-61.89742907,45.41968224,0.0
-61.89967829,45.4187178,0.0
-61.90839626,45.41497861,0.0
-61.92383416,45.40835379,0.0
-61.92791767,45.4066007,0.0
-61.9310998,45.40523438,0.0
-61.93342672,45.40423515,0.0
-61.9349234,45.40359238,0.0
-61.93772657,45.40238843,0.0
-61.93954433,45.4016076,0.0
-61.94360229,45.39986431,0.0
-61.94382363,45.39976923,0.0
-61.94348314,45.39870602,0.0
-61.94303175,45.39763071,0.0
-61.94271978,45.39723176,0.0
-61.94234293,45.39688621,0.0
-61.94195179,45.39662157,0.0
-61.94165999,45.39651082,0.0
-61.94153208,45.39651864,0.0
-61.94139982,45.39676045,0.0
-61.94147192,45.39700417,0.0
-61.94129004,45.3971645,0.0
-61.94112414,45.39715396,0.0
-61.94054561,45.39666253,0.0
-61.94019047,45.3965242,0.0
-61.9400392,45.39641479,0.0
-61.93991499,45.39622461,0.0
-61.93963632,45.39609602,0.0
